0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 0.000000, inf, 0, 0, -nan, -nan
0, 0, 0.000000, -nan, 0, 0, -nan, -nan
0, 0, 4.162871, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 47.105938, 0.729414, 0, 0, 0.000000, 0.000000
0, 0, 13.733836, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 7.426709, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 4.853016, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 31.154262, 1.102890, 0, 0, 0.000000, 0.000000
0, 0, 4.238479, 11231.267403, 0, 0, 0.000000, 0.000000
0, 0, 9.285950, 3.700186, 0, 0, 0.000000, 0.000000
0, 0, 41.038931, 0.837247, 0, 0, 0.000000, 0.000000
0, 0, 16.886827, 1092374530.423940, 0, 0, 0.000000, 0.000000
0, 0, 4.099022, 0.001259, 0, 0, 0.000000, 0.000000
0, 0, 7.602004, 0.000006, 0, 0, 0.000000, 0.000000
0, 0, 36.051702, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 33.042423, 0.000001, 0, 0, 0.000000, 0.000000
0, 0, 58.621459, 0.000001, 0, 0, 0.000000, 0.000000
0, 0, 36.357612, 507369521.409009, 0, 0, 0.000000, 0.000000
0, 0, 93.515421, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 4.798327, 0.866202, 0, 0, 0.000000, 0.000000
0, 0, 8.516684, 34.146671, 0, 0, 0.000000, 0.000000
0, 0, 6.197301, 0.339309, 0, 0, 0.000000, 0.000000
0, 0, 6.139783, 0.389295, 0, 0, 0.000000, 0.000000
0, 0, 4.754697, 0.376035, 0, 0, 0.000000, 0.000000
0, 0, 7.659956, 34.049788, 0, 0, 0.000000, 0.000000
0, 0, 389998.344165, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 1.034198, 12.462249, 0, 0, 0.000000, 0.000000
0, 0, 390057.206652, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 2.170181, 0.194839, 0, 0, 0.000000, 0.000000
0, 0, 3.358947, 0.194976, 0, 0, 0.000000, 0.000000
0, 0, 17.339444, 0.180711, 0, 0, 0.000000, 0.000000
0, 0, 390258.149727, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 7.196072, 0.193454, 0, 0, 0.000000, 0.000000
0, 0, 6.391578, 0.193017, 0, 0, 0.000000, 0.000000
0, 0, 3.798956, 0.193177, 0, 0, 0.000000, 0.000000
0, 0, 5.340902, 0.194381, 0, 0, 0.000000, 0.000000
0, 0, 4.520132, 0.193685, 0, 0, 0.000000, 0.000000
0, 0, 2.676287, 0.195859, 0, 0, 0.000000, 0.000000
0, 0, 6.981564, 0.195985, 0, 0, 0.000000, 0.000000
0, 0, 9.702789, 0.197340, 0, 0, 0.000000, 0.000000
0, 0, 16.007172, 2300565.291018, 0, 0, 0.000000, 0.000000
0, 0, 3.207791, 3533170.715422, 0, 0, 0.000000, 0.000000
0, 0, 4.110752, 2729898.843662, 0, 0, 0.000000, 0.000000
0, 0, 12.040049, 0.175745, 0, 0, 0.000000, 0.000000
0, 0, 12.309653, 1498559249.471403, 0, 0, 0.000000, 0.000000
0, 0, 1.746040, 0.196638, 0, 0, 0.000000, 0.000000
0, 0, 20524.893492, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 16.401813, 18.299881, 0, 0, 0.000000, 0.000000
0, 0, 14.259967, 18.135066, 0, 0, 0.000000, 0.000000
0, 0, 7.731496, 3.827708, 0, 0, 0.000000, 0.000000
0, 0, 26.257638, 1.100323, 0, 0, 0.000000, 0.000000
0, 0, 8.955524, 1.104509, 0, 0, 0.000000, 0.000000
0, 0, 1.846366, 18.270836, 0, 0, 0.000000, 0.000000
0, 0, 48.182697, 18.273142, 0, 0, 0.000000, 0.000000
0, 0, 16.899517, 0.017247, 0, 0, 0.000000, 0.000000
0, 0, 6.374133, 0.068199, 0, 0, 0.000000, 0.000000
0, 0, 1.188460, 32.042339, 0, 0, 0.000000, 0.000000
0, 0, 12.625055, 34.253047, 0, 0, 0.000000, 0.000000
0, 0, 0.688346, 31.947111, 0, 0, 0.000000, 0.000000
0, 0, 15.028382, 34.243471, 0, 0, 0.000000, 0.000000
0, 0, 3.140816, 0.377279, 0, 0, 0.000000, 0.000000
0, 0, 5.927522, 8.449049, 0, 0, 0.000000, 0.000000
0, 0, 9.925298, 1858558169.392373, 0, 0, 0.000000, 0.000000
0, 0, 9.594945, 16.783549, 0, 0, 0.000000, 0.000000
0, 0, 27.186138, 16.870619, 0, 0, 0.000000, 0.000000
0, 0, 15.150627, 0.141699, 0, 0, 0.000000, 0.000000
0, 0, 9.055285, 7.570530, 0, 0, 0.000000, 0.000000
0, 0, 43104.997325, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 6.156626, 2.982149, 0, 0, 0.000000, 0.000000
0, 0, 67.885332, 34.158830, 0, 0, 0.000000, 0.000000
0, 0, 44.822559, 34.038286, 0, 0, 0.000000, 0.000000
0, 0, 55.486902, 332452224.515000, 0, 0, 0.000000, 0.000000
0, 0, 3.197517, 5769083163.329638, 0, 0, 0.000000, 0.000000
0, 0, 1.065331, 17315505082.444607, 0, 0, 0.000000, 0.000000
0, 0, 80966.646500, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 81027.753254, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 81029.472493, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 81090.551234, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 81092.404956, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 12.591887, 1464970558.573396, 0, 0, 0.000000, 0.000000
0, 0, 81343.044113, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 81472.868406, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 10.909791, 7.654551, 0, 0, 0.000000, 0.000000
0, 0, 10.935200, 7.601076, 0, 0, 0.000000, 0.000000
0, 0, 10.512822, 7.594707, 0, 0, 0.000000, 0.000000
0, 0, 10.972826, 7.588470, 0, 0, 0.000000, 0.000000
0, 0, 10.922144, 7.619450, 0, 0, 0.000000, 0.000000
0, 0, 10.922104, 7.528741, 0, 0, 0.000000, 0.000000
0, 0, 10.811650, 7.706449, 0, 0, 0.000000, 0.000000
0, 0, 10.831454, 7.694551, 0, 0, 0.000000, 0.000000
0, 0, 12.273378, 6.793390, 0, 0, 0.000000, 0.000000
0, 0, 10.995932, 7.562536, 0, 0, 0.000000, 0.000000
0, 0, 10.782651, 7.609407, 0, 0, 0.000000, 0.000000
0, 0, 10.849158, 7.668081, 0, 0, 0.000000, 0.000000
0, 0, 10.863067, 7.665684, 0, 0, 0.000000, 0.000000
0, 0, 10.954937, 7.592833, 0, 0, 0.000000, 0.000000
0, 0, 10.976269, 7.491924, 0, 0, 0.000000, 0.000000
0, 0, 10.815383, 7.697444, 0, 0, 0.000000, 0.000000
0, 0, 14.291776, 11.393342, 0, 0, 0.000000, 0.000000
0, 0, 10.853674, 15.249707, 0, 0, 0.000000, 0.000000
0, 0, 10.995223, 15.183169, 0, 0, 0.000000, 0.000000
0, 0, 10.840428, 29.630384, 0, 0, 0.000000, 0.000000
0, 0, 10.654164, 28.702067, 0, 0, 0.000000, 0.000000
0, 0, 10.824280, 29.410561, 0, 0, 0.000000, 0.000000
0, 0, 10.684034, 31.291368, 0, 0, 0.000000, 0.000000
0, 0, 10.989699, 30.618996, 0, 0, 0.000000, 0.000000
0, 0, 10.100687, 30.994955, 0, 0, 0.000000, 0.000000
0, 0, 6.559778, 0.001217, 0, 0, 0.000000, 0.000000
0, 0, 0.458481, 0.194654, 0, 0, 0.000000, 0.000000
0, 0, 10.058281, 34.208987, 0, 0, 0.000000, 0.000000
0, 0, 2.972818, 782.463587, 0, 0, 0.000000, 0.000000
0, 0, 3.292452, 5602729629.141135, 0, 0, 0.000000, 0.000000
0, 0, 8.685806, 2123780277.811609, 0, 0, 0.000000, 0.000000
0, 0, 17.026787, 1083395379.436376, 0, 0, 0.000000, 0.000000
0, 0, 4.302059, 190.638269, 0, 0, 0.000000, 0.000000
0, 0, 7.010336, 2631363487.824085, 0, 0, 0.000000, 0.000000
0, 0, 3.753796, 4914157125.701806, 0, 0, 0.000000, 0.000000
0, 0, 2.861456, 0.023780, 0, 0, 0.000000, 0.000000
0, 0, 3.360679, 1.034402, 0, 0, 0.000000, 0.000000
0, 0, 18.006332, 18.319865, 0, 0, 0.000000, 0.000000
0, 0, 6.774422, 18.196593, 0, 0, 0.000000, 0.000000
0, 0, 40.994051, 18.231787, 0, 0, 0.000000, 0.000000
0, 0, 611311.590672, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 13.280343, 0.194091, 0, 0, 0.000000, 0.000000
0, 0, 4.601297, 0.950473, 0, 0, 0.000000, 0.000000
0, 0, 6.442814, 9.137466, 0, 0, 0.000000, 0.000000
0, 0, 13.846031, 17.281118, 0, 0, 0.000000, 0.000000
0, 0, 37.474967, 11.694542, 0, 0, 0.000000, 0.000000
0, 0, 11.346641, 16.450505, 0, 0, 0.000000, 0.000000
0, 0, 22.727103, 16.437180, 0, 0, 0.000000, 0.000000
0, 0, 17.422411, 18.313220, 0, 0, 0.000000, 0.000000
0, 0, 11.197621, 18.312369, 0, 0, 0.000000, 0.000000
0, 0, 13.943977, 18.326852, 0, 0, 0.000000, 0.000000
0, 0, 4.275868, 2.035861, 0, 0, 0.000000, 0.000000
0, 0, 6.969935, 4.344635, 0, 0, 0.000000, 0.000000
0, 0, 15.168149, 10.626990, 0, 0, 0.000000, 0.000000
0, 0, 14.461371, 15.096232, 0, 0, 0.000000, 0.000000
0, 0, 10.427268, 18.314313, 0, 0, 0.000000, 0.000000
0, 0, 612216.579086, 0.000000, 0, 0, 0.000000, 0.000000
0, 0, 8.104556, 18.384044, 0, 0, 0.000000, 0.000000
